,Genes,Target_type
2262,C16orf57,tbx5_indirect
2263,APCDD1,tbx5_indirect
2264,ST8SIA1,tbx5_indirect
2265,ZNF503,tbx5_indirect
2266,MAGI1,tbx5_indirect
2267,KBTBD8,tbx5_indirect
2268,GPR3,tbx5_indirect
2269,TMEM55A,tbx5_indirect
2270,ZDHHC9,tbx5_indirect
2271,TMBIM6,tbx5_indirect
2272,C20orf46,tbx5_indirect
2273,CTGF,tbx5_indirect
2274,CBL,tbx5_indirect
2275,SOST,tbx5_indirect
2276,ARSK,tbx5_indirect
2277,HMGN1,tbx5_indirect
2278,C1orf87,tbx5_indirect
2279,PACS1,tbx5_indirect
2280,C4orf3,tbx5_indirect
2281,CSPG4,tbx5_indirect
2282,CHPT1,tbx5_indirect
2283,UBASH3B,tbx5_indirect
2284,CALU,tbx5_indirect
2285,ESM1,tbx5_indirect
2286,TFRC,tbx5_indirect
2287,DUSP8,tbx5_indirect
2288,ARG2,tbx5_indirect
2289,SLC41A1,tbx5_indirect
2290,CYR61,tbx5_indirect
2291,SLC2A13,tbx5_indirect
2292,MLLT3,tbx5_indirect
2293,RPS4Y1,tbx5_indirect
2294,KIAA0802,tbx5_indirect
2295,LRRC58,tbx5_indirect
2296,BAK1,tbx5_indirect
2297,PLAT,tbx5_indirect
2298,LAMP1,tbx5_indirect
2299,ABRA,tbx5_indirect
2300,SAT1,tbx5_indirect
2301,MTL5,tbx5_indirect
2302,ADAMTSL1,tbx5_indirect
2303,EFEMP1,tbx5_indirect
2304,MSX2,tbx5_indirect
2305,CDH11,tbx5_indirect
2306,ZBTB20,tbx5_indirect
2307,DHDDS,tbx5_indirect
2308,ZNF772,tbx5_indirect
2309,KIAA0895,tbx5_indirect
2310,YWHAB,tbx5_indirect
2311,C8orf4,tbx5_indirect
2312,PCSK7,tbx5_indirect
2313,PROM1,tbx5_indirect
2314,CCDC18,tbx5_indirect
2315,EFHD2,tbx5_indirect
2316,SERPINE2,tbx5_indirect
2317,RBMS2,tbx5_indirect
2318,CAMK2A,tbx5_indirect
2319,ATP6AP1,tbx5_indirect
2320,GPR22,tbx5_indirect
2321,DCBLD2,tbx5_indirect
2322,TIE1,tbx5_indirect
2323,NCCRP1,tbx5_indirect
2324,CDH3,tbx5_indirect
2325,RSAD1,tbx5_indirect
2326,SLC6A9,tbx5_indirect
2327,LIMS2,tbx5_indirect
2328,HSDL1,tbx5_indirect
2329,MYCT1,tbx5_indirect
2330,MSN,tbx5_indirect
2331,ENDOD1,tbx5_indirect
2332,DFNB59,tbx5_indirect
2333,TGFB1I1,tbx5_indirect
2334,ODZ1,tbx5_indirect
2335,CLTC,tbx5_indirect
2336,ZFYVE16,tbx5_indirect
2337,CFL1,tbx5_indirect
2338,RGS4,tbx5_indirect
2339,PHGDH,tbx5_indirect
2340,RGS5,tbx5_indirect
2341,AC093799.1,tbx5_indirect
2342,ALDH1A2,tbx5_indirect
2343,SCG2,tbx5_indirect
2344,ALX1,tbx5_indirect
2345,ZBTB44,tbx5_indirect
2346,RBFOX1,tbx5_indirect
2347,RAMP2,tbx5_indirect
2348,CNPY1,tbx5_indirect
2349,WNT2,tbx5_indirect
2350,FLRT3,tbx5_indirect
2351,HMMR,tbx5_indirect
2352,ZNF395,tbx5_indirect
2353,TIMP1,tbx5_indirect
2354,NEFM,tbx5_indirect
2355,NGFR,tbx5_indirect
2356,NOS1AP,tbx5_indirect
2357,ACSL4,tbx5_indirect
2358,ENSG00000231695,tbx5_indirect
2359,ATP1A2,tbx5_indirect
2360,MAGED2,tbx5_indirect
2361,IGFBP3,tbx5_indirect
2362,VSTM2A,tbx5_indirect
2363,LIN28B,tbx5_indirect
2364,ZNF697,tbx5_indirect
2365,ANO4,tbx5_indirect
2366,MAGT1,tbx5_indirect
2367,AC093158.1,tbx5_indirect
2368,SLC16A1,tbx5_indirect
2369,ZNF33B,tbx5_indirect
2370,INSIG1,tbx5_indirect
2371,USP18,tbx5_indirect
2372,FILIP1L,tbx5_indirect
2373,CLCN5,tbx5_indirect
2374,NOTCH2NL,tbx5_indirect
2375,PLCE1,tbx5_indirect
2376,ANKRD36B,tbx5_indirect
2377,NUDT16,tbx5_indirect
2378,CCDC85A,tbx5_indirect
2379,XPOT,tbx5_indirect
2380,CBS,tbx5_indirect
2381,SDK1,tbx5_indirect
2382,OPRK1,tbx5_indirect
2383,ZNF641,tbx5_indirect
2384,C3orf58,tbx5_indirect
2385,TGFBI,tbx5_indirect
2386,PDGFD,tbx5_indirect
2387,SYPL2,tbx5_indirect
2388,BST2,tbx5_indirect
2389,CTSL2,tbx5_indirect
2390,PMEL,tbx5_indirect
2391,MKI67,tbx5_indirect
2392,KDELC2,tbx5_indirect
2393,LRRC8C,tbx5_indirect
2394,RPS3A,tbx5_indirect
2395,ANGEL2,tbx5_indirect
2396,SERPINE1,tbx5_indirect
2397,SLC9A3R1,tbx5_indirect
2398,KNDC1,tbx5_indirect
2399,SLC16A14,tbx5_indirect
2400,ETV4,tbx5_indirect
2401,CLPTM1,tbx5_indirect
2402,KCNG1,tbx5_indirect
2403,CETN3,tbx5_indirect
2404,NT5DC1,tbx5_indirect
2405,SCD,tbx5_indirect
2406,HBZ,tbx5_indirect
2407,GBF1,tbx5_indirect
2408,CREB3,tbx5_indirect
2409,ITGB1BP2,tbx5_indirect
2410,MAPK10,tbx5_indirect
2411,TFPI,tbx5_indirect
2412,IFIT5,tbx5_indirect
2413,HOXB4,tbx5_indirect
2414,RAB33A,tbx5_indirect
2415,BNC1,tbx5_indirect
2416,S100A10,tbx5_indirect
2417,ARHGEF2,tbx5_indirect
2418,TMEM45A,tbx5_indirect
2419,RPLP0,tbx5_indirect
2420,BBS2,tbx5_indirect
2421,EHMT2,tbx5_indirect
2422,SPICE1,tbx5_indirect
2423,MYOF,tbx5_indirect
2424,COL3A1,tbx5_indirect
2425,CDR1,tbx5_indirect
2426,CCL21,tbx5_indirect
2427,INA,tbx5_indirect
2428,GOLGA8A,tbx5_indirect
2429,APOE,tbx5_indirect
2430,TFPI2,tbx5_indirect
2431,GPR126,tbx5_indirect
2432,EFHD1,tbx5_indirect
2433,KLHL14,tbx5_indirect
2434,ABCA3,tbx5_indirect
2435,EFNA1,tbx5_indirect
2436,GRIN2A,tbx5_indirect
2437,MYC,tbx5_indirect
2438,DOCK11,tbx5_indirect
2439,GNAO1,tbx5_indirect
2440,LIMK2,tbx5_indirect
2441,CBLN2,tbx5_indirect
2442,GGT7,tbx5_indirect
2443,FHAD1,tbx5_indirect
2444,ASNS,tbx5_indirect
2445,IL1RL1,tbx5_indirect
2446,IRX2,tbx5_indirect
2447,CD59,tbx5_indirect
2448,ECE1,tbx5_indirect
2449,ESRP1,tbx5_indirect
2450,GPC3,tbx5_indirect
2451,ACLY,tbx5_indirect
2452,TM4SF1,tbx5_indirect
2453,GDF6,tbx5_indirect
2454,EHD2,tbx5_indirect
2455,KIAA1161,tbx5_indirect
2456,BNIP3,tbx5_indirect
2457,SLC12A2,tbx5_indirect
2458,FYTTD1,tbx5_indirect
2459,G0S2,tbx5_indirect
2460,CPXM1,tbx5_indirect
2461,CASK,tbx5_indirect
2462,C2orf18,tbx5_indirect
2463,CRIP1,tbx5_indirect
2464,ENPEP,tbx5_indirect
2465,SLC5A1,tbx5_indirect
2466,TRAF5,tbx5_indirect
2467,AC068353.1,tbx5_indirect
2468,HEATR8,tbx5_indirect
2469,HMHA1,tbx5_indirect
2470,PSME1,tbx5_indirect
2471,SESN3,tbx5_indirect
2472,C12orf33,tbx5_indirect
2473,CLTB,tbx5_indirect
2474,PYGL,tbx5_indirect
2475,CTPS,tbx5_indirect
2476,CCNB2,tbx5_indirect
2477,CA14,tbx5_indirect
2478,SH3D21,tbx5_indirect
2479,TUBB6,tbx5_indirect
2480,AL137145.1,tbx5_indirect
2481,MYH7,tbx5_indirect
2482,ACPP,tbx5_indirect
2483,IGSF9B,tbx5_indirect
2484,CPA4,tbx5_indirect
2485,PITPNM1,tbx5_indirect
2486,AC013461.1,tbx5_indirect
2487,SGMS2,tbx5_indirect
2488,COL9A1,tbx5_indirect
2489,AL591845.1,tbx5_indirect
2490,PTGIS,tbx5_indirect
2491,MAP1A,tbx5_indirect
2492,LIN28A,tbx5_indirect
2493,SEC14L2,tbx5_indirect
2494,ZNF177,tbx5_indirect
2495,EIF5A,tbx5_indirect
2496,CAV1,tbx5_indirect
2497,SERPINB2,tbx5_indirect
2498,TUBA1A,tbx5_indirect
2499,GRIA3,tbx5_indirect
2500,NPM1,tbx5_indirect
2501,EPSTI1,tbx5_indirect
2502,ACTG2,tbx5_indirect
2503,DRD1,tbx5_indirect
2504,PTCHD1,tbx5_indirect
2505,C7orf41,tbx5_indirect
2506,NNMT,tbx5_indirect
2507,ENOSF1,tbx5_indirect
2508,KLRAQ1,tbx5_indirect
2509,SCD5,tbx5_indirect
2510,CPS1,tbx5_indirect
2511,SERPINB8,tbx5_indirect
2512,CHCHD2,tbx5_indirect
2513,EFR3A,tbx5_indirect
2514,PRRG1,tbx5_indirect
2515,FMNL3,tbx5_indirect
2516,SPRED2,tbx5_indirect
2517,ATP7B,tbx5_indirect
2518,WDR54,tbx5_indirect
2519,ANXA5,tbx5_indirect
2520,MAFB,tbx5_indirect
2521,P4HA2,tbx5_indirect
2522,MAP3K1,tbx5_indirect
2523,LIPG,tbx5_indirect
2524,LPL,tbx5_indirect
2525,LRRTM3,tbx5_indirect
2526,RP11-25K19.1,tbx5_indirect
2527,IL8,tbx5_indirect
2528,SOSTDC1,tbx5_indirect
2529,CDK2AP2,tbx5_indirect
2530,MRVI1,tbx5_indirect
2531,ACTR3,tbx5_indirect
2532,ACAN,tbx5_indirect
2533,MYH3,tbx5_indirect
2534,ENG,tbx5_indirect
2535,STC1,tbx5_indirect
2536,ISL1,tbx5_indirect
2537,NEFL,tbx5_indirect
2538,CRHBP,tbx5_indirect
2539,B3GAT1,tbx5_indirect
2540,DLK1,tbx5_indirect
2541,APOB,tbx5_indirect
2542,TUBB2C,tbx5_indirect
2543,LHX8,tbx5_indirect
2544,NEGR1,tbx5_indirect
2545,41889,tbx5_indirect
2546,IL4R,tbx5_indirect
2547,RAP2A,tbx5_indirect
2548,ENO1,tbx5_indirect
2549,LONRF2,tbx5_indirect
2550,GNG12,tbx5_indirect
2551,STAC,tbx5_indirect
2552,COL21A1,tbx5_indirect
2553,PLXNC1,tbx5_indirect
2554,DMPK,tbx5_indirect
2555,IGFBP2,tbx5_indirect
2556,RIC8B,tbx5_indirect
2557,RSPO4,tbx5_indirect
2558,OXCT1,tbx5_indirect
2559,PTPN3,tbx5_indirect
2560,INHBA,tbx5_indirect
2561,GABRB2,tbx5_indirect
2562,LEF1,tbx5_indirect
2563,RSPO2,tbx5_indirect
2564,ZNF354C,tbx5_indirect
2565,ITPKB,tbx5_indirect
2566,CHAC1,tbx5_indirect
2567,OTUD1,tbx5_indirect
2568,AC023024.1,tbx5_indirect
2569,LRAT,tbx5_indirect
2570,CEBPG,tbx5_indirect
2571,WDPCP,tbx5_indirect
2572,ABI3BP,tbx5_indirect
2573,FLI1,tbx5_indirect
2574,SPATA18,tbx5_indirect
2575,HHATL,tbx5_indirect
2576,CCDC68,tbx5_indirect
2577,EIF5A2,tbx5_indirect
2578,A2M,tbx5_indirect
2579,DNAJC5G,tbx5_indirect
2580,EIF5B,tbx5_indirect
2581,MAP1LC3B,tbx5_indirect
2582,SQLE,tbx5_indirect
2583,TEK,tbx5_indirect
2584,GPT2,tbx5_indirect
2585,ZYX,tbx5_indirect
2586,AC069154.2,tbx5_indirect
2587,EFS,tbx5_indirect
2588,SLC30A8,tbx5_indirect
2589,EGF,tbx5_indirect
2590,TAL1,tbx5_indirect
2591,TRAK2,tbx5_indirect
2592,FSTL3,tbx5_indirect
2593,AXIN2,tbx5_indirect
2594,PYGM,tbx5_indirect
2595,XBP1,tbx5_indirect
2596,PLVAP,tbx5_indirect
2597,CDKN2B,tbx5_indirect
2598,RPL14,tbx5_indirect
2599,GFPT2,tbx5_indirect
2600,RPL3,tbx5_indirect
2601,HEY1,tbx5_indirect
2602,DLG3,tbx5_indirect
2603,RSPO1,tbx5_indirect
2604,C13orf31,tbx5_indirect
2605,SMC2,tbx5_indirect
2606,ROCK1,tbx5_indirect
2607,ATP2B2,tbx5_indirect
2608,PLCG2,tbx5_indirect
2609,MST1,tbx5_indirect
2610,TPM3,tbx5_indirect
2611,IGDCC4,tbx5_indirect
2612,C3orf15,tbx5_indirect
2613,NOTCH2,tbx5_indirect
2614,HMGA2,tbx5_indirect
2615,ADCY2,tbx5_indirect
2616,GDI1,tbx5_indirect
2617,IGSF9,tbx5_indirect
2618,MVD,tbx5_indirect
2619,VWDE,tbx5_indirect
2620,DYNLT3,tbx5_indirect
2621,ZNF562,tbx5_indirect
2622,RELN,tbx5_indirect
2623,ZSWIM5,tbx5_indirect
2624,AMT,tbx5_indirect
2625,GJB2,tbx5_indirect
2626,RNF41,tbx5_indirect
2627,SLC4A8,tbx5_indirect
2628,ELOVL5,tbx5_indirect
2629,DDC,tbx5_indirect
2630,UAP1L1,tbx5_indirect
2631,WT1,tbx5_indirect
2632,C2orf74,tbx5_indirect
2633,SLCO5A1,tbx5_indirect
2634,GPR37,tbx5_indirect
2635,AZIN1,tbx5_indirect
2636,POU3F2,tbx5_indirect
2637,EN2,tbx5_indirect
2638,LDB2,tbx5_indirect
2639,GXYLT2,tbx5_indirect
2640,GAS2L3,tbx5_indirect
2641,RAPH1,tbx5_indirect
2642,KIF1B,tbx5_indirect
2643,SLCO1A2,tbx5_indirect
2644,LGALS3BP,tbx5_indirect
2645,HS6ST2,tbx5_indirect
2646,FIBIN,tbx5_indirect
2647,PRSS23,tbx5_indirect
2648,CALM1,tbx5_indirect
2649,GABARAPL1,tbx5_indirect
2650,AARS,tbx5_indirect
2651,ENSG00000215389,tbx5_indirect
2652,LUM,tbx5_indirect
2653,ZNF559,tbx5_indirect
2654,CCL2,tbx5_indirect
2655,RAB4B,tbx5_indirect
2656,C20orf200,tbx5_indirect
2657,VASH2,tbx5_indirect
2658,ARID5A,tbx5_indirect
2659,TPI1,tbx5_indirect
2660,EXTL3,tbx5_indirect
2661,BCL2,tbx5_indirect
2662,C11orf21,tbx5_indirect
2663,NTM,tbx5_indirect
2664,MAB21L2,tbx5_indirect
2665,CNNM2,tbx5_indirect
2666,RPL17,tbx5_indirect
2667,SC4MOL,tbx5_indirect
2668,CXCL12,tbx5_indirect
2669,EPAS1,tbx5_indirect
2670,COLEC12,tbx5_indirect
2671,TMSB10,tbx5_indirect
2672,CSDC2,tbx5_indirect
2673,GPR50,tbx5_indirect
2674,KCNQ2,tbx5_indirect
2675,EPPK1,tbx5_indirect
2676,ABI1,tbx5_indirect
2677,MFAP4,tbx5_indirect
2678,P4HA1,tbx5_indirect
2679,CDKN1A,tbx5_indirect
2680,FUT11,tbx5_indirect
2681,CIT,tbx5_indirect
2682,GADD45G,tbx5_indirect
2683,ERO1L,tbx5_indirect
2684,GLUL,tbx5_indirect
2685,WARS,tbx5_indirect
2686,BMP4,tbx5_indirect
2687,SYNJ2,tbx5_indirect
2688,GALNTL1,tbx5_indirect
2689,WIPI1,tbx5_indirect
2690,CYP2J2,tbx5_indirect
2691,PDLIM3,tbx5_indirect
2692,COL27A1,tbx5_indirect
2693,FGF10,tbx5_indirect
2694,TMEM106B,tbx5_indirect
2695,TOP2A,tbx5_indirect
2696,FKBP7,tbx5_indirect
2697,AMHR2,tbx5_indirect
2698,MMP10,tbx5_indirect
2699,KCNH5,tbx5_indirect
2700,ZNF33A,tbx5_indirect
2701,UBE2L6,tbx5_indirect
2702,RSPO3,tbx5_indirect
2703,EDN1,tbx5_indirect
2704,RPL5,tbx5_indirect
2705,PRDM16,tbx5_indirect
2706,ALDH1L2,tbx5_indirect
2707,ACOT7,tbx5_indirect
2708,IRX3,tbx5_indirect
2709,ANKRD44,tbx5_indirect
2710,ASS1,tbx5_indirect
2711,SLC2A3,tbx5_indirect
2712,TSPAN15,tbx5_indirect
2713,TUBB,tbx5_indirect
2714,KIAA1409,tbx5_indirect
2715,JUB,tbx5_indirect
2716,RPL7,tbx5_indirect
2717,LRRC53,tbx5_indirect
2718,PLXNA1,tbx5_indirect
2719,NUAK2,tbx5_indirect
2720,ANKRD52,tbx5_indirect
2721,ENAM,tbx5_indirect
2722,HBE1,tbx5_indirect
2723,EIF3E,tbx5_indirect
2724,ARMCX2,tbx5_indirect
2725,TCAP,tbx5_indirect
2726,ZNF585A,tbx5_indirect
2727,RASL11B,tbx5_indirect
2728,KIAA0226,tbx5_indirect
2729,TBC1D1,tbx5_indirect
2730,RB1,tbx5_indirect
2731,RASSF9,tbx5_indirect
2732,PCK2,tbx5_indirect
2733,TNNT1,tbx5_indirect
2734,KIF20A,tbx5_indirect
2735,FLRT2,tbx5_indirect
2736,GSTP1,tbx5_indirect
2737,CYSLTR2,tbx5_indirect
2738,RHOC,tbx5_indirect
2739,C19orf51,tbx5_indirect
2740,MAOB,tbx5_indirect
2741,CNTNAP3B,tbx5_indirect
2742,MARS,tbx5_indirect
2743,TMSB4X,tbx5_indirect
2744,ATP1B4,tbx5_indirect
2745,C13orf36,tbx5_indirect
2746,RPL22,tbx5_indirect
2747,ATF5,tbx5_indirect
2748,DGKG,tbx5_direct
2749,PDZRN4,tbx5_direct
2750,MAP4,tbx5_direct
2751,LRRN4,tbx5_direct
2752,PCSK5,tbx5_direct
2753,COPB2,tbx5_direct
2754,HMGCS1,tbx5_direct
2755,IGSF3,tbx5_direct
2756,TXNIP,tbx5_direct
2757,MTUS1,tbx5_direct
2758,LINGO1,tbx5_direct
2759,MGEA5,tbx5_direct
2760,HCN1,tbx5_direct
2761,TMED5,tbx5_direct
2762,COL6A2,tbx5_direct
2763,SMURF2,tbx5_direct
2764,UTRN,tbx5_direct
2765,CSMD1,tbx5_direct
2766,SEMA6A,tbx5_direct
2767,BMP5,tbx5_direct
2768,LPHN3,tbx5_direct
2769,CDC42EP3,tbx5_direct
2770,RPS6KA2,tbx5_direct
2771,PFDN1,tbx5_direct
2772,PIGT,tbx5_direct
2773,DOT1L,tbx5_direct
2774,ZNF385B,tbx5_direct
2775,ACE2,tbx5_direct
2776,JUN,tbx5_direct
2777,ALDOC,tbx5_direct
2778,C21orf7,tbx5_direct
2779,BMP2K,tbx5_direct
2780,MYL3,tbx5_direct
2781,TBX18,tbx5_direct
2782,KCNH7,tbx5_direct
2783,SORCS1,tbx5_direct
2784,ATPBD4,tbx5_direct
2785,MYO1C,tbx5_direct
2786,FLNB,tbx5_direct
2787,ANTXR1,tbx5_direct
2788,TMTC1,tbx5_direct
2789,STAT4,tbx5_direct
2790,CARS,tbx5_direct
2791,KHDRBS2,tbx5_direct
2792,TBX5,tbx5_direct
2793,FJX1,tbx5_direct
2794,SPEG,tbx5_direct
2795,RUNX1,tbx5_direct
2796,TRPC3,tbx5_direct
2797,PARM1,tbx5_direct
2798,RASSF5,tbx5_direct
2799,HAND1,tbx5_direct
2800,VEGFA,tbx5_direct
2801,CREB5,tbx5_direct
2802,TEAD4,tbx5_direct
2803,ARHGAP31,tbx5_direct
2804,ARRDC3,tbx5_direct
2805,LDLR,tbx5_direct
2806,SLC25A23,tbx5_direct
2807,SULF2,tbx5_direct
2808,GABRB3,tbx5_direct
2809,UXS1,tbx5_direct
2810,PLOD2,tbx5_direct
2811,JAK1,tbx5_direct
2812,SLC28A3,tbx5_direct
2813,NIPAL4,tbx5_direct
2814,DLGAP4,tbx5_direct
2815,WNT5B,tbx5_direct
2816,DUSP5,tbx5_direct
2817,FRMD3,tbx5_direct
2818,EPHA7,tbx5_direct
2819,CEP170,tbx5_direct
2820,ANO10,tbx5_direct
2821,C12orf39,tbx5_direct
2822,SLMAP,tbx5_direct
2823,ITGB5,tbx5_direct
2824,TRANK1,tbx5_direct
2825,BAG3,tbx5_direct
2826,SERPINH1,tbx5_direct
2827,MAT2A,tbx5_direct
2828,KCNQ3,tbx5_direct
2829,SCAMP2,tbx5_direct
2830,FERMT1,tbx5_direct
2831,CEP128,tbx5_direct
2832,SSR3,tbx5_direct
2833,PPP1R1A,tbx5_direct
2834,CAPNS1,tbx5_direct
2835,MYL4,tbx5_direct
2836,SHISA3,tbx5_direct
2837,YWHAG,tbx5_direct
2838,SPRY2,tbx5_direct
2839,MACF1,tbx5_direct
2840,CFLAR,tbx5_direct
2841,FZD2,tbx5_direct
2842,SLC7A1,tbx5_direct
2843,COL12A1,tbx5_direct
2844,HSPB8,tbx5_direct
2845,NRAP,tbx5_direct
2846,SOCS3,tbx5_direct
2847,SH3BGRL2,tbx5_direct
2848,ITGA3,tbx5_direct
2849,SH3RF2,tbx5_direct
2850,IRX4,tbx5_direct
2851,SUSD5,tbx5_direct
2852,ODZ4,tbx5_direct
2853,SAMD4A,tbx5_direct
2854,HECW2,tbx5_direct
2855,ARF4,tbx5_direct
2856,TCEA3,tbx5_direct
2857,AMPD3,tbx5_direct
2858,FNDC3B,tbx5_direct
2859,PPP1R14C,tbx5_direct
2860,STS,tbx5_direct
2861,KCNJ6,tbx5_direct
2862,XIRP1,tbx5_direct
2863,GYG1,tbx5_direct
2864,CDCA7L,tbx5_direct
2865,GCFC1,tbx5_direct
2866,CBLB,tbx5_direct
2867,FAM188B,tbx5_direct
2868,ABLIM3,tbx5_direct
2869,MFN2,tbx5_direct
2870,GYPC,tbx5_direct
2871,MYL6,tbx5_direct
2872,SPTAN1,tbx5_direct
2873,PDZRN3,tbx5_direct
2874,PVRL2,tbx5_direct
2875,DPY19L4,tbx5_direct
2876,MTUS2,tbx5_direct
2877,NEK7,tbx5_direct
2878,ROR2,tbx5_direct
2879,PPP1R15A,tbx5_direct
2880,CACHD1,tbx5_direct
2881,C1orf21,tbx5_direct
2882,SLCO3A1,tbx5_direct
2883,P2RY14,tbx5_direct
2884,MCL1,tbx5_direct
2885,NRCAM,tbx5_direct
2886,OSBPL9,tbx5_direct
2887,DPYSL3,tbx5_direct
2888,AHNAK,tbx5_direct
2889,PPFIA4,tbx5_direct
2890,SFPQ,tbx5_direct
2891,ATP6V0A1,tbx5_direct
2892,DSTN,tbx5_direct
2893,HPN,tbx5_direct
2894,SPATA13,tbx5_direct
2895,FERMT2,tbx5_direct
2896,C15orf41,tbx5_direct
2897,L3MBTL4,tbx5_direct
2898,TRDN,tbx5_direct
2899,RRAD,tbx5_direct
2900,EDIL3,tbx5_direct
2901,ID2,tbx5_direct
2902,CDH5,tbx5_direct
2903,C3orf52,tbx5_direct
2904,PAM,tbx5_direct
2905,MB,tbx5_direct
2906,FAM83B,tbx5_direct
2907,DNAJC15,tbx5_direct
2908,NFIA,tbx5_direct
2909,PPP1R1C,tbx5_direct
2910,KIAA0020,tbx5_direct
2911,CDK14,tbx5_direct
2912,NPC1,tbx5_direct
2913,CASP9,tbx5_direct
2914,ANTXR2,tbx5_direct
2915,CAP1,tbx5_direct
2916,MYADM,tbx5_direct
2917,MYO1B,tbx5_direct
2918,PRUNE2,tbx5_direct
2919,RYR3,tbx5_direct
2920,OSTN,tbx5_direct
2921,EIF1B,tbx5_direct
2922,SLC35F1,tbx5_direct
2923,CFTR,tbx5_direct
2924,NUAK1,tbx5_direct
2925,ADAMTS19,tbx5_direct
2926,C10orf47,tbx5_direct
2927,ATP10D,tbx5_direct
2928,PDE3A,tbx5_direct
2929,PIM1,tbx5_direct
2930,COMMD1,tbx5_direct
2931,ARHGAP23,tbx5_direct
2932,NELL1,tbx5_direct
2933,MYO1D,tbx5_direct
2934,BASP1,tbx5_direct
2935,PLS3,tbx5_direct
2936,ACCN2,tbx5_direct
2937,MYOZ1,tbx5_direct
2938,UHRF1BP1,tbx5_direct
2939,RCAN1,tbx5_direct
2940,ICA1,tbx5_direct
2941,HOMER1,tbx5_direct
2942,WLS,tbx5_direct
2943,BIK,tbx5_direct
2944,ENOX1,tbx5_direct
2945,POPDC2,tbx5_direct
2946,BTBD11,tbx5_direct
2947,EFNA5,tbx5_direct
2948,ABLIM1,tbx5_direct
2949,SORT1,tbx5_direct
2950,PPIA,tbx5_direct
2951,PYGB,tbx5_direct
2952,ITGB8,tbx5_direct
2953,EPHA3,tbx5_direct
2954,DOCK5,tbx5_direct
2955,ITPR1,tbx5_direct
2956,SYTL2,tbx5_direct
2957,CCBE1,tbx5_direct
2958,FAM123C,tbx5_direct
2959,SLC12A6,tbx5_direct
2960,NLGN1,tbx5_direct
2961,PTPRU,tbx5_direct
2962,C11orf75,tbx5_direct
2963,NHP2L1,tbx5_direct
2964,MRAS,tbx5_direct
2965,LRRC10,tbx5_direct
2966,GOLGA4,tbx5_direct
2967,LOXL2,tbx5_direct
2968,PTPRM,tbx5_direct
2969,LRP1B,tbx5_direct
2970,PRKAR1A,tbx5_direct
2971,HERPUD1,tbx5_direct
2972,KIF26B,tbx5_direct
2973,PLEKHA7,tbx5_direct
2974,TOX,tbx5_direct
2975,ASPH,tbx5_direct
2976,MAN1A1,tbx5_direct
2977,PLCL2,tbx5_direct
2978,ACOT11,tbx5_direct
2979,TPM2,tbx5_direct
2980,ZFHX4,tbx5_direct
2981,SLC1A3,tbx5_direct
2982,LMOD3,tbx5_direct
2983,ANKRD1,tbx5_direct
2984,MED15,tbx5_direct
2985,GMPR,tbx5_direct
2986,ZC3H6,tbx5_direct
2987,FAT1,tbx5_direct
2988,MKL1,tbx5_direct
2989,LLPH,tbx5_direct
2990,NFIB,tbx5_direct
2991,TNNC1,tbx5_direct
2992,PRIMA1,tbx5_direct
2993,BAI2,tbx5_direct
2994,ACTN2,tbx5_direct
2995,MID2,tbx5_direct
2996,ABCA1,tbx5_direct
2997,GJA5,tbx5_direct
2998,MATN2,tbx5_direct
2999,SLC6A4,tbx5_direct
3000,ROBO2,tbx5_direct
3001,INPP5A,tbx5_direct
3002,OSBPL3,tbx5_direct
3003,MYH7B,tbx5_direct
3004,NES,tbx5_direct
3005,PGRMC2,tbx5_direct
3006,EPHA2,tbx5_direct
3007,ATP8A2,tbx5_direct
3008,FOXP2,tbx5_direct
3009,WFS1,tbx5_direct
3010,CALD1,tbx5_direct
3011,ETS1,tbx5_direct
3012,SLC20A2,tbx5_direct
3013,ALDH1B1,tbx5_direct
3014,BTG2,tbx5_direct
3015,COL1A2,tbx5_direct
3016,ADAM22,tbx5_direct
3017,CHODL,tbx5_direct
3018,MEGF10,tbx5_direct
3019,LTBP4,tbx5_direct
3020,ADAMTS20,tbx5_direct
3021,HK2,tbx5_direct
3022,PHLDA1,tbx5_direct
3023,MYL2,tbx5_direct
3024,ABHD2,tbx5_direct
3025,CRY1,tbx5_direct
3026,CNN3,tbx5_direct
3027,DSCAML1,tbx5_direct
3028,NKD1,tbx5_direct
3029,COL16A1,tbx5_direct
3030,MYH11,tbx5_direct
3031,SLIT2,tbx5_direct
3032,NAV2,tbx5_direct
3033,ALDH3A2,tbx5_direct
3034,PTPRB,tbx5_direct
3035,SPATS2L,tbx5_direct
3036,FRY,tbx5_direct
3037,GFRA1,tbx5_direct
3038,LGMN,tbx5_direct
3039,SYNE2,tbx5_direct
3040,PHACTR1,tbx5_direct
3041,RAB11FIP4,tbx5_direct
3042,MAN1C1,tbx5_direct
3043,SNCAIP,tbx5_direct
3044,IGF2R,tbx5_direct
3045,CDCA4,tbx5_direct
3046,ST3GAL1,tbx5_direct
3047,MYOT,tbx5_direct
3048,CAPN3,tbx5_direct
3049,IGFBP7,tbx5_direct
3050,PRKCDBP,tbx5_direct
3051,MAPRE2,tbx5_direct
3052,HIST2H2BE,tbx5_direct
3053,GNS,tbx5_direct
3054,SESN2,tbx5_direct
3055,SLC30A3,tbx5_direct
3056,DMD,tbx5_direct
3057,KCNIP4,tbx5_direct
3058,CTNNA3,tbx5_direct
